order_id,date_id,order_date,customer_id,channel_id,promo_id,subtotal,discount_amount,tax_rate,total
3121,665,2023-10-27,1571,3,,1025.18,0,0.06,1086.69
3122,665,2023-10-27,585,1,,145.37,0,0.0685,155.33
3123,665,2023-10-27,1769,1,,250.26,0,0.06,265.28
3124,665,2023-10-27,478,3,,930.85,0,0.065,991.36
3125,666,2023-10-28,885,1,,263.46,0,0.06,279.27
3126,666,2023-10-28,462,3,,497.49,0,0.0625,528.58
3127,666,2023-10-28,1451,2,,1548.4,0,0.06,1641.3
3128,666,2023-10-28,469,1,,709.74,0,0.0685,758.36
3129,666,2023-10-28,515,1,,298.12,0,0.06,316.01
3130,667,2023-10-29,1491,2,,288.63,0,0.056,304.79
3131,667,2023-10-29,1491,3,,714.26,0,0.056,754.26
3132,667,2023-10-29,498,1,,854.79,0,0.07,914.63
3133,667,2023-10-29,380,1,,1144.8,0,0.0625,1216.35
3134,667,2023-10-29,280,2,,930.29,0,0.0575,983.78
3135,668,2023-10-30,1571,3,,757.41,0,0.06,802.85
3136,668,2023-10-30,512,1,,231.98,0,0.06,245.9
3137,668,2023-10-30,278,3,,1435.33,0,0.07,1535.8
3138,668,2023-10-30,873,1,,169.09,0,0.06,179.24
3139,668,2023-10-30,866,2,,267.04,0,0.0625,283.73
3140,669,2023-10-31,1696,1,,203.56,0,0.0625,216.28
3141,669,2023-10-31,486,1,,1014.87,0,0.0485,1064.09
3142,669,2023-10-31,769,3,,74.75,0,0.065,79.61
3143,669,2023-10-31,585,2,,309.65,0,0.0685,330.86
3144,669,2023-10-31,892,1,,346,0,0.04,359.84
3145,670,2023-11-01,1959,2,,156.84,0,0.0725,168.21
3146,670,2023-11-01,1404,1,,78.26,0,0.0685,83.62
3147,670,2023-11-01,1703,3,,367.9,0,0.0625,390.89
3148,670,2023-11-01,1015,3,,838.78,0,0.0445,876.11
3149,670,2023-11-01,691,2,,645.36,0,0.05125,678.43
3150,670,2023-11-01,34,2,,1880.9,0,0,1880.9
3151,670,2023-11-01,799,3,,733.05,0,0.065,780.7
3152,671,2023-11-02,989,2,,353.3,0,0.0635,375.73
3153,671,2023-11-02,1829,1,,88.36,0,0.0685,94.41
3154,671,2023-11-02,875,1,,22.65,0,0.065,24.12
3155,671,2023-11-02,1292,1,,284,0,0.0625,301.75
3156,671,2023-11-02,904,2,,153.23,0,0.06,162.42
3157,671,2023-11-02,488,3,,1287.39,0,0.0575,1361.41
3158,671,2023-11-02,197,1,,320.73,0,0.0625,340.78
3159,672,2023-11-03,864,1,,1541.43,0,0.04,1603.09
3160,672,2023-11-03,1523,1,,1016.61,0,0.0625,1080.15
3161,672,2023-11-03,1332,2,,530.36,0,0.0625,563.51
3162,672,2023-11-03,1385,2,,153.25,0,0.0625,162.83
3163,672,2023-11-03,1903,1,,191.64,0,0.0575,202.66
3164,672,2023-11-03,1136,2,,147.7,0,0.06,156.56
3165,672,2023-11-03,296,2,,824.22,0,0.0635,876.56
3166,673,2023-11-04,1550,1,,1127.92,0,0.06,1195.6
3167,673,2023-11-04,1327,1,,392.12,0,0.0685,418.98
3168,673,2023-11-04,78,3,,1502.86,0,0.0625,1596.79
3169,673,2023-11-04,444,3,,1204.06,0,0,1204.06
3170,673,2023-11-04,1866,2,,694.33,0,0.0685,741.89
3171,673,2023-11-04,105,2,,507.23,0,0.08,547.81
3172,673,2023-11-04,1644,3,,352.42,0,0.0575,372.68
3173,674,2023-11-05,1627,2,,1002.12,0,0.05125,1053.48
3174,674,2023-11-05,1508,3,,860.03,0,0.029,884.97
3175,674,2023-11-05,1251,3,,230.3,0,0.06,244.12
3176,674,2023-11-05,2,2,,450.11,0,0.06,477.12
3177,674,2023-11-05,1960,2,,892.17,0,0.0685,953.28
3178,674,2023-11-05,1283,1,,519.95,0,0.0625,552.45
3179,674,2023-11-05,1132,1,,161.21,0,0.08,174.11
3180,675,2023-11-06,181,3,,845.59,0,0.04,879.41
3181,675,2023-11-06,736,3,,771.92,0,0.0575,816.31
3182,675,2023-11-06,1815,2,,225.98,0,0,225.98
3183,675,2023-11-06,751,1,,505.22,0,0.056,533.51
3184,675,2023-11-06,239,1,,405.54,0,0.05125,426.32
3185,675,2023-11-06,552,2,,775.07,0,0.0635,824.29
3186,675,2023-11-06,540,2,,1269.95,0,0.0475,1330.27
3187,676,2023-11-07,520,1,,164.36,0,0.0685,175.62
3188,676,2023-11-07,1700,3,,524.38,0,0,524.38
3189,676,2023-11-07,1218,2,,156.23,0,0.0575,165.21
3190,676,2023-11-07,1845,1,,897.3,0,0.06,951.14
3191,676,2023-11-07,527,2,,1089.83,0,0.0575,1152.5
3192,676,2023-11-07,1821,2,,493.16,0,0.04,512.89
3193,676,2023-11-07,800,1,,202.1,0,0.0625,214.73
3194,677,2023-11-08,1885,2,,472.16,0,0,472.16
3195,677,2023-11-08,762,2,,186.54,0,0.07,199.6
3196,677,2023-11-08,512,1,,935.06,0,0.06,991.16
3197,677,2023-11-08,915,3,,106.82,0,0.06875,114.16
3198,677,2023-11-08,769,2,,128.48,0,0.065,136.83
3199,677,2023-11-08,1368,3,,884.12,0,0.0635,940.26
3200,677,2023-11-08,230,1,,1281.19,0,0.0625,1361.26
3201,678,2023-11-09,496,1,,715.02,0,0.0575,756.13
3202,678,2023-11-09,1699,2,,255.3,0,0.06,270.62
3203,678,2023-11-09,1662,1,,644.3,0,0.04,670.07
3204,678,2023-11-09,1506,1,,66.8,0,0.0625,70.97
3205,678,2023-11-09,1851,2,,510.47,0,0.0725,547.48
3206,678,2023-11-09,913,1,,82.06,0,0.0685,87.68
3207,678,2023-11-09,8,3,,421.86,0,0.045,440.84
3208,679,2023-11-10,175,1,,691.1,0,0.065,736.02
3209,679,2023-11-10,1059,1,,452.31,0,0.0485,474.25
3210,679,2023-11-10,722,1,,837.78,0,0.0575,885.95
3211,679,2023-11-10,1278,3,,309.26,0,0.08,334
3212,679,2023-11-10,1566,3,,38.68,0,0.0475,40.52
3213,679,2023-11-10,214,2,,902.41,0,0.0685,964.23
3214,679,2023-11-10,236,2,,780.32,0,0.06875,833.97
3215,680,2023-11-11,1364,1,,987.75,0,0.0625,1049.48
3216,680,2023-11-11,732,1,,252.22,0,0.029,259.53
3217,680,2023-11-11,622,3,,93.27,0,0.0725,100.03
3218,680,2023-11-11,932,1,,758.3,0,0.05125,797.16
3219,680,2023-11-11,160,2,,441.74,0,0.0475,462.72
3220,680,2023-11-11,1180,3,,297.98,0,0.05125,313.25
3221,680,2023-11-11,1421,3,,79.33,0,0.0485,83.18
3222,681,2023-11-12,1521,2,,737.55,0,0.06,781.8
3223,681,2023-11-12,192,1,,437.59,0,0.0725,469.32
3224,681,2023-11-12,1176,1,,716.3,0,0.08,773.6
3225,681,2023-11-12,756,2,,295.13,0,0.0485,309.44
3226,681,2023-11-12,570,2,,360,0,0,360
3227,681,2023-11-12,931,2,,248.83,0,0.065,265
3228,681,2023-11-12,1870,2,,15.53,0,0.0685,16.59
3229,682,2023-11-13,1068,2,,167.49,0,0.0475,175.45
3230,682,2023-11-13,1960,2,,299.71,0,0.0685,320.24
3231,682,2023-11-13,1762,1,,557.97,0,0.0685,596.19
3232,682,2023-11-13,1888,1,,1032.5,0,0.0625,1097.03
3233,682,2023-11-13,316,2,,682.22,0,0.0725,731.68
3234,682,2023-11-13,637,1,,584.16,0,0.065,622.13
3235,682,2023-11-13,716,1,,1016.77,0,0.029,1046.26
3236,683,2023-11-14,367,1,,2772.16,0,0.06875,2962.75
3237,683,2023-11-14,533,2,,561.55,0,0.06,595.24
3238,683,2023-11-14,1824,2,,170.14,0,0.08,183.75
3239,683,2023-11-14,844,3,,630.83,0,0.0485,661.43
3240,683,2023-11-14,1023,2,,388.36,0,0.08,419.43
3241,683,2023-11-14,1011,1,,80.56,0,0.0625,85.6
3242,683,2023-11-14,960,1,,733.14,0,0.0685,783.36
3243,684,2023-11-15,1926,2,,90.82,0,0.0575,96.04
3244,684,2023-11-15,1970,3,,697.76,0,0.045,729.16
3245,684,2023-11-15,1940,1,,541.58,0,0.06,574.07
3246,684,2023-11-15,1957,2,,86.08,0,0.029,88.58
3247,684,2023-11-15,599,1,,146.76,0,0.0725,157.4
3248,684,2023-11-15,879,1,,389.81,0,0.0635,414.56
3249,684,2023-11-15,1004,1,,162.74,0,0.0445,169.98
3250,685,2023-11-16,1955,1,,114.66,0,0.0575,121.25
3251,685,2023-11-16,1906,1,,434.04,0,0,434.04
3252,685,2023-11-16,1356,2,,121.08,0,0.06875,129.4
3253,685,2023-11-16,344,2,,2071.07,0,0.07,2216.04
3254,685,2023-11-16,1189,2,,254.25,0,0.0485,266.58
3255,685,2023-11-16,278,2,,337.21,0,0.07,360.81
3256,685,2023-11-16,852,1,,132.06,0,0.08,142.62
3257,686,2023-11-17,957,3,,420.3,0,0.06,445.52
3258,686,2023-11-17,54,2,,435.21,0,0.0485,456.32
3259,686,2023-11-17,1915,1,,496.04,0,0.029,510.43
3260,686,2023-11-17,1710,1,,432.59,0,0.065,460.71
3261,686,2023-11-17,553,1,,521.72,0,0.06875,557.59
3262,686,2023-11-17,1923,2,,138.3,0,0,138.3
3263,686,2023-11-17,1631,3,,262.36,0,0.045,274.17
3264,687,2023-11-18,1432,2,,838.87,0,0.07,897.59
3265,687,2023-11-18,136,2,,551.86,0,0.065,587.73
3266,687,2023-11-18,921,1,,1187.02,0,0.029,1221.44
3267,687,2023-11-18,1376,1,,671.64,0,0.0725,720.33
3268,687,2023-11-18,653,3,,373.35,0,0.045,390.15
3269,687,2023-11-18,1566,1,,128.38,0,0.0475,134.48
3270,687,2023-11-18,1285,2,,503,0,0.0625,534.44
3271,688,2023-11-19,280,1,,544.31,0,0.0575,575.61
3272,688,2023-11-19,498,1,,1035.22,0,0.07,1107.69
3273,688,2023-11-19,872,3,,90.2,0,0.0685,96.38
3274,688,2023-11-19,201,1,,819.49,0,0.0485,859.24
3275,688,2023-11-19,1733,3,,382.12,0,0,382.12
3276,688,2023-11-19,71,2,,376.41,0,0.0685,402.19
3277,688,2023-11-19,1913,1,,189.2,0,0.0485,198.38
3278,689,2023-11-20,932,2,,346.48,0,0.05125,364.24
3279,689,2023-11-20,1043,3,,188.05,0,0.0625,199.8
3280,689,2023-11-20,1150,2,,895.99,0,0.056,946.17
3281,689,2023-11-20,1960,2,,1087.23,0,0.0685,1161.71
3282,689,2023-11-20,884,1,,570.9,0,0.0625,606.58
3283,689,2023-11-20,1672,2,,34.46,0,0.06875,36.83
3284,689,2023-11-20,782,2,,49.46,0,0.0445,51.66
3285,690,2023-11-21,1011,2,,55.83,0,0.0625,59.32
3286,690,2023-11-21,869,2,,204.44,0,0.0685,218.44
3287,690,2023-11-21,696,2,,747.42,0,0.045,781.05
3288,690,2023-11-21,912,2,,395.15,0,0.0625,419.85
3289,690,2023-11-21,279,3,,693.23,0,0.0625,736.56
3290,690,2023-11-21,1708,1,,817.9,0,0.0685,873.93
3291,690,2023-11-21,841,3,,243.63,0,0.06,258.25
3292,691,2023-11-22,1006,3,,393.97,0,0.06875,421.06
3293,691,2023-11-22,1343,2,,145.62,0,0,145.62
3294,691,2023-11-22,1168,1,,22.55,0,0.0685,24.09
3295,691,2023-11-22,1074,1,,298.9,0,0.06,316.83
3296,691,2023-11-22,1883,1,,81.07,0,0.065,86.34
3297,691,2023-11-22,988,3,,387.26,0,0.0575,409.53
3298,691,2023-11-22,149,3,,1313.58,0,0.0625,1395.68
3299,692,2023-11-23,284,2,,1032.25,0,0.06,1094.18
3300,692,2023-11-23,901,1,,864.07,0,0.06,915.91
3301,692,2023-11-23,1556,3,,66.45,0,0.06875,71.02
3302,692,2023-11-23,550,1,,186.44,0,0.0625,198.09
3303,692,2023-11-23,1180,1,,232.67,0,0.05125,244.59
3304,692,2023-11-23,1064,3,,903.49,0,0.08,975.77
3305,692,2023-11-23,1565,2,,459.42,0,0.0635,488.59
3306,693,2023-11-24,1920,2,11,272.56,105.98,0.0475,285.51
3307,693,2023-11-24,411,2,11,748.82,291.2,0.0725,803.11
3308,693,2023-11-24,755,1,,193.4,0,0.06,205
3309,693,2023-11-24,811,2,,119.51,0,0.0625,126.98
3310,693,2023-11-24,1645,1,,1418.86,0,0.0625,1507.54
3311,693,2023-11-24,575,1,,531.18,0,0.06,563.05
3312,693,2023-11-24,181,1,11,121.44,47.22,0.04,126.3
3313,693,2023-11-24,1009,3,,513.67,0,0.0725,550.91
3314,694,2023-11-25,519,1,,1053.97,0,0.0725,1130.38
3315,694,2023-11-25,598,3,,80.44,0,0.0625,85.47
3316,694,2023-11-25,1950,1,,577.38,0,0.07,617.8
3317,694,2023-11-25,465,2,11,282.94,110.04,0.0725,303.45
3318,694,2023-11-25,1471,1,11,342.38,133.15,0.06875,365.92
3319,694,2023-11-25,425,1,11,864.39,336.18,0.0625,918.41
3320,694,2023-11-25,1755,2,11,80.18,31.19,0.04,83.39
3321,694,2023-11-25,1242,1,11,346.42,134.72,0.06,367.21
3322,694,2023-11-25,787,2,11,12.41,4.82,0.0625,13.19
3323,695,2023-11-26,1844,1,,138.52,0,0.045,144.75
3324,695,2023-11-26,1387,3,,849.54,0,0.05125,893.08
3325,695,2023-11-26,227,2,,264.12,0,0.06875,282.28
3326,695,2023-11-26,531,2,,709.24,0,0.07,758.89
3327,695,2023-11-26,310,3,11,241.42,93.91,0.029,248.42
3328,695,2023-11-26,1685,1,11,710.91,276.47,0.065,757.12
3329,695,2023-11-26,1990,1,,58.78,0,0.045,61.43
3330,695,2023-11-26,1184,3,11,220.68,85.82,0.045,230.61
3331,695,2023-11-26,1028,1,11,774.61,301.23,0.04,805.59
3332,696,2023-11-27,1016,1,,265.11,0,0.065,282.34
3333,696,2023-11-27,199,3,11,601.17,233.8,0,601.17
3334,696,2023-11-27,1878,2,,544.88,0,0.06875,582.34
3335,696,2023-11-27,1882,1,,216.15,0,0.065,230.2
3336,696,2023-11-27,1960,1,,380.28,0,0.0685,406.33
3337,696,2023-11-27,1429,2,,684.47,0,0.0635,727.93
3338,696,2023-11-27,1539,2,,254.54,0,0.06,269.81
3339,696,2023-11-27,545,3,11,63.99,24.88,0.065,68.15
3340,696,2023-11-27,1492,3,11,19.68,7.65,0.0625,20.91
3341,697,2023-11-28,1784,1,,168.33,0,0.0475,176.33
3342,697,2023-11-28,263,2,,837.85,0,0.06875,895.45
3343,697,2023-11-28,1997,3,,405.83,0,0.0475,425.11
3344,697,2023-11-28,726,2,,273.49,0,0.05125,287.51
3345,697,2023-11-28,1769,1,,364.25,0,0.06,386.11
3346,697,2023-11-28,1782,2,,57.66,0,0.06,61.12
3347,697,2023-11-28,479,3,,672.45,0,0.0625,714.48
3348,698,2023-11-29,1634,1,,350.87,0,0.045,366.66
3349,698,2023-11-29,356,3,,431.94,0,0.05125,454.08
3350,698,2023-11-29,647,3,,173.22,0,0.045,181.01
3351,698,2023-11-29,1314,2,,573.79,0,0.0635,610.23
3352,698,2023-11-29,1075,1,,727.94,0,0.0625,773.44
3353,698,2023-11-29,1032,3,,603.15,0,0.045,630.29
3354,698,2023-11-29,1515,2,,499.9,0,0.08,539.89
3355,699,2023-11-30,85,2,,192.67,0,0.0625,204.71
3356,699,2023-11-30,1455,1,,267.99,0,0.06,284.07
3357,699,2023-11-30,1911,2,,481.23,0,0.0625,511.31
3358,699,2023-11-30,219,2,,751.52,0,0.0575,794.73
3359,699,2023-11-30,879,2,,413.46,0,0.0635,439.71
3360,699,2023-11-30,504,1,,503.94,0,0,503.94
3361,699,2023-11-30,457,3,,1577.82,0,0.08,1704.05
3362,700,2023-12-01,853,1,,506.8,0,0.06,537.21
3363,700,2023-12-01,1339,1,,859.38,0,0,859.38
3364,700,2023-12-01,311,1,,1149.64,0,0.06,1218.62
3365,700,2023-12-01,20,1,,465.4,0,0.0625,494.49
3366,700,2023-12-01,210,1,,287.54,0,0.0635,305.8
3367,700,2023-12-01,919,3,,1009.7,0,0.0685,1078.86
3368,700,2023-12-01,1674,1,,83.39,0,0.06,88.39
3369,700,2023-12-01,1617,1,,169.02,0,0,169.02
3370,701,2023-12-02,1470,3,,139.98,0,0.0445,146.21
3371,701,2023-12-02,766,2,,262.52,0,0.0685,280.5
3372,701,2023-12-02,1592,3,,298.9,0,0.06875,319.45
3373,701,2023-12-02,1857,2,,215.29,0,0.0685,230.04
3374,701,2023-12-02,1730,1,,421.17,0,0,421.17
3375,701,2023-12-02,592,3,,216.84,0,0.0625,230.39
3376,701,2023-12-02,510,2,,645.66,0,0.06,684.4
3377,701,2023-12-02,813,1,,370.02,0,0.06,392.22
3378,701,2023-12-02,1599,1,,329.16,0,0.045,343.97
3379,702,2023-12-03,138,2,,724.9,0,0.065,772.02
3380,702,2023-12-03,1575,1,,991.02,0,0.06,1050.48
3381,702,2023-12-03,388,3,,1305.22,0,0.08,1409.64
3382,702,2023-12-03,976,1,,213.56,0,0,213.56
3383,702,2023-12-03,345,2,,784.9,0,0.06875,838.86
3384,702,2023-12-03,1968,3,,264.66,0,0.056,279.48
3385,702,2023-12-03,1184,1,,109.81,0,0.045,114.75
3386,702,2023-12-03,1229,1,,35.23,0,0.0625,37.43
3387,702,2023-12-03,763,2,,355.12,0,0.07,379.98
3388,703,2023-12-04,1425,3,,403.69,0,0.0685,431.34
3389,703,2023-12-04,975,3,,950.49,0,0,950.49
3390,703,2023-12-04,766,1,,718.41,0,0.0685,767.62
3391,703,2023-12-04,1982,3,,138.99,0,0.0625,147.68
3392,703,2023-12-04,1358,1,,683.45,0,0.06875,730.44
3393,703,2023-12-04,1650,2,,514.07,0,0,514.07
3394,703,2023-12-04,1714,2,,563.53,0,0.045,588.89
3395,703,2023-12-04,1232,3,,129.65,0,0.05125,136.29
3396,704,2023-12-05,1284,3,,365.28,0,0.08,394.5
3397,704,2023-12-05,1582,2,,446.76,0,0.0475,467.98
3398,704,2023-12-05,816,3,,76.61,0,0.08,82.74
3399,704,2023-12-05,1979,1,,441.91,0,0,441.91
3400,704,2023-12-05,628,3,,532.62,0,0.0625,565.91
3401,704,2023-12-05,1744,2,,245.33,0,0.06875,262.2
3402,704,2023-12-05,409,3,,2203.23,0,0.07,2357.46
3403,704,2023-12-05,1312,1,,45.39,0,0.065,48.34
3404,705,2023-12-06,1267,1,,23.93,0,0,23.93
3405,705,2023-12-06,1897,2,,237.09,0,0,237.09
3406,705,2023-12-06,16,3,,1234.2,0,0.0445,1289.12
3407,705,2023-12-06,398,2,,627.51,0,0.06875,670.65
3408,705,2023-12-06,1149,3,,120.47,0,0.045,125.89
3409,705,2023-12-06,1879,1,,989.73,0,0.065,1054.06
3410,705,2023-12-06,302,1,,196.54,0,0.045,205.38
3411,705,2023-12-06,482,1,,69.15,0,0.0475,72.43
3412,706,2023-12-07,881,3,,501.97,0,0.06,532.09
3413,706,2023-12-07,1592,3,,515.86,0,0.06875,551.33
3414,706,2023-12-07,1284,3,,436.43,0,0.08,471.34
3415,706,2023-12-07,51,2,,1084.87,0,0.0475,1136.4
3416,706,2023-12-07,1933,3,,224.94,0,0.065,239.56
3417,706,2023-12-07,1566,3,,343.37,0,0.0475,359.68
3418,706,2023-12-07,1750,1,,44.38,0,0.0475,46.49
3419,706,2023-12-07,288,1,,810.92,0,0.08,875.79
3420,707,2023-12-08,1605,2,,309.38,0,0.045,323.3
3421,707,2023-12-08,1237,2,,94.61,0,0.08,102.18
3422,707,2023-12-08,1808,2,,182.64,0,0.065,194.51
3423,707,2023-12-08,1777,2,,582.56,0,0.045,608.78
3424,707,2023-12-08,1250,3,,504.36,0,0.08,544.71
3425,707,2023-12-08,957,1,,213.27,0,0.06,226.07
3426,707,2023-12-08,724,1,,385.96,0,0.05125,405.74
3427,707,2023-12-08,1410,2,,43.21,0,0.06,45.8
3428,708,2023-12-09,1730,1,,320.43,0,0,320.43
3429,708,2023-12-09,1393,2,,447.46,0,0.04,465.36
3430,708,2023-12-09,1046,1,,7.88,0,0.04,8.2
3431,708,2023-12-09,1301,2,,132.06,0,0.08,142.62
3432,708,2023-12-09,974,1,,22.65,0,0.0685,24.2
3433,708,2023-12-09,1891,3,,595.88,0,0.056,629.25
3434,708,2023-12-09,1806,2,,298.92,0,0.056,315.66
3435,708,2023-12-09,658,1,,52.76,0,0.0635,56.11
3436,708,2023-12-09,575,2,,251.19,0,0.06,266.26
3437,709,2023-12-10,1388,2,,52.47,0,0.07,56.14
3438,709,2023-12-10,1897,1,,1994.2,0,0,1994.2
3439,709,2023-12-10,1415,2,,64.68,0,0.045,67.59
3440,709,2023-12-10,1674,1,,56.34,0,0.06,59.72
3441,709,2023-12-10,975,2,,433.23,0,0,433.23
3442,709,2023-12-10,1882,1,,177.41,0,0.065,188.94
3443,709,2023-12-10,627,2,,144.34,0,0.05125,151.74
3444,709,2023-12-10,849,1,,147.25,0,0.0575,155.72
3445,709,2023-12-10,128,1,,1069.41,0,0.0725,1146.94
3446,710,2023-12-11,1562,2,,302.44,0,0.0575,319.83
3447,710,2023-12-11,913,3,,380.6,0,0.0685,406.67
3448,710,2023-12-11,1406,1,,1126.19,0,0.0625,1196.58
3449,710,2023-12-11,864,1,,152.61,0,0.04,158.71
3450,710,2023-12-11,1163,1,,152.14,0,0.06875,162.6
3451,710,2023-12-11,1472,1,,373.08,0,0.07,399.2
3452,710,2023-12-11,1502,2,,516.7,0,0.065,550.29
3453,710,2023-12-11,1525,2,,1324.16,0,0.04,1377.13
3454,711,2023-12-12,1402,3,,147.59,0,0.0685,157.7
3455,711,2023-12-12,995,2,,248.71,0,0.0575,263.01
3456,711,2023-12-12,1648,1,,21.06,0,0.0485,22.08
3457,711,2023-12-12,1619,3,,765.81,0,0.0575,809.84
3458,711,2023-12-12,767,1,,22.65,0,0.08,24.46
3459,711,2023-12-12,1707,2,,358.1,0,0.0685,382.63
3460,711,2023-12-12,336,1,,1424.63,0,0.07,1524.35
3461,711,2023-12-12,1476,3,,291.28,0,0.08,314.58
3462,712,2023-12-13,402,3,,360.31,0,0,360.31
3463,712,2023-12-13,1763,2,,44.71,0,0.0575,47.28
3464,712,2023-12-13,1735,1,,637.1,0,0.0725,683.29
3465,712,2023-12-13,285,1,,910.07,0,0.07,973.77
3466,712,2023-12-13,730,1,,366.84,0,0.0635,390.13
3467,712,2023-12-13,1132,1,,272.72,0,0.08,294.54
3468,712,2023-12-13,557,1,,643.38,0,0.08,694.85
3469,712,2023-12-13,133,2,,544.69,0,0,544.69
3470,713,2023-12-14,1650,1,,1124.41,0,0,1124.41
3471,713,2023-12-14,121,3,,121.5,0,0.065,129.4
3472,713,2023-12-14,1843,1,,322.5,0,0.045,337.01
3473,713,2023-12-14,1796,3,,173.84,0,0.065,185.14
3474,713,2023-12-14,53,3,,1695.46,0,0.06,1797.19
3475,713,2023-12-14,969,1,12,189.94,53.58,0.065,202.29
3476,713,2023-12-14,256,1,,1069.85,0,0.06875,1143.4
3477,713,2023-12-14,1924,1,,491.35,0,0.0625,522.06
3478,713,2023-12-14,456,1,,707.96,0,0.0725,759.29
3479,714,2023-12-15,114,2,12,1146.74,323.46,0.05125,1205.51
3480,714,2023-12-15,1105,1,12,508.35,143.38,0.029,523.09
3481,714,2023-12-15,490,3,,153.08,0,0.0575,161.88
3482,714,2023-12-15,407,3,12,1328.82,374.77,0.0625,1411.87
3483,714,2023-12-15,1006,1,,1103.14,0,0.06875,1178.98
3484,714,2023-12-15,1138,2,,567.23,0,0.07,606.94
3485,714,2023-12-15,1897,2,,174.89,0,0,174.89
3486,714,2023-12-15,18,3,12,289.44,81.66,0.0685,309.27
3487,714,2023-12-15,750,1,,649.49,0,0.0445,678.39
3488,715,2023-12-16,1258,3,,216.84,0,0.0635,230.61
3489,715,2023-12-16,1879,1,12,251.23,70.87,0.065,267.56
3490,715,2023-12-16,279,1,,214.47,0,0.0625,227.87
3491,715,2023-12-16,793,1,,55.83,0,0.0625,59.32
3492,715,2023-12-16,592,1,,372.82,0,0.0625,396.12
3493,715,2023-12-16,499,2,,390.88,0,0.0725,419.22
3494,715,2023-12-16,565,2,,1217.35,0,0.045,1272.13
3495,715,2023-12-16,1989,3,,245.76,0,0.0625,261.12
3496,715,2023-12-16,481,1,,756.85,0,0.0445,790.53
3497,715,2023-12-16,872,1,,85.71,0,0.0685,91.58
3498,716,2023-12-17,1598,1,12,270.72,76.34,0.04,281.55
3499,716,2023-12-17,1983,1,12,435.78,122.91,0.0625,463.02
3500,716,2023-12-17,432,2,12,1085.94,306.32,0.0575,1148.38
3501,716,2023-12-17,423,1,,1087.58,0,0.0635,1156.64
3502,716,2023-12-17,1207,2,,156.23,0,0.0625,165.99
3503,716,2023-12-17,959,3,,238.42,0,0.0625,253.32
3504,716,2023-12-17,1671,1,,891.95,0,0.08,963.31
3505,716,2023-12-17,1616,1,12,15.54,4.38,0,15.54
3506,716,2023-12-17,757,1,12,1121.17,316.23,0.08,1210.86
3507,716,2023-12-17,334,1,12,379.2,106.98,0.0575,401
3508,717,2023-12-18,1083,3,12,115.51,32.59,0.06,122.44
3509,717,2023-12-18,1498,2,,18.93,0,0.0685,20.23
3510,717,2023-12-18,1852,2,12,135.81,38.3,0.065,144.64
3511,717,2023-12-18,1742,2,12,39.28,11.08,0.045,41.05
3512,717,2023-12-18,51,3,12,465.86,131.4,0.0475,487.99
3513,717,2023-12-18,214,1,,1478.95,0,0.0685,1580.26
3514,717,2023-12-18,420,3,,1574.02,0,0,1574.02
3515,717,2023-12-18,482,3,,699.39,0,0.0475,732.61
3516,717,2023-12-18,1943,3,12,160.27,45.19,0.06875,171.29
3517,717,2023-12-18,819,2,,198.67,0,0.0725,213.07
3518,718,2023-12-19,1103,3,12,29.73,8.38,0.06,31.51
3519,718,2023-12-19,23,2,,1483.89,0,0.06,1572.92
3520,718,2023-12-19,1414,2,,137.56,0,0.0485,144.23
3521,718,2023-12-19,660,1,,184.88,0,0.0725,198.28
3522,718,2023-12-19,731,2,12,204.48,57.68,0.06,216.75
3523,718,2023-12-19,468,3,12,134.8,38.04,0.0445,140.8
3524,718,2023-12-19,1696,2,,370.39,0,0.0625,393.54
3525,718,2023-12-19,1066,1,,138.97,0,0.08,150.09
3526,718,2023-12-19,1979,3,,1081.4,0,0,1081.4
3527,719,2023-12-20,184,3,12,87.17,24.59,0.0575,92.18
3528,719,2023-12-20,1401,1,,261.86,0,0.08,282.81
3529,719,2023-12-20,1726,2,12,557.67,157.32,0.0685,595.87
3530,719,2023-12-20,410,3,,453.95,0,0.0635,482.78
3531,719,2023-12-20,1940,1,,1229.18,0,0.06,1302.93
3532,719,2023-12-20,50,1,12,238.26,67.2,0.07,254.94
3533,719,2023-12-20,235,3,,1644.82,0,0.045,1718.84
3534,719,2023-12-20,1359,1,,1043.91,0,0.05125,1097.41
3535,719,2023-12-20,506,2,12,48.23,13.6,0.0575,51
3536,720,2023-12-21,761,1,,61.08,0,0.08,65.97
3537,720,2023-12-21,1783,2,,164.11,0,0.065,174.78
3538,720,2023-12-21,1225,1,,438.53,0,0.065,467.03
3539,720,2023-12-21,232,2,,842.09,0,0.0725,903.14
3540,720,2023-12-21,176,3,12,942.18,265.77,0.045,984.58
3541,720,2023-12-21,938,1,12,229.16,64.64,0.05125,240.9
3542,720,2023-12-21,1837,2,,223.52,0,0.0475,234.14
3543,720,2023-12-21,1979,1,,210.27,0,0,210.27
3544,720,2023-12-21,813,2,,192.48,0,0.06,204.03
3545,720,2023-12-21,762,2,12,68.96,19.45,0.07,73.79
3546,721,2023-12-22,1651,2,12,118.26,33.35,0.065,125.95
3547,721,2023-12-22,296,1,12,164.04,46.28,0.0635,174.46
3548,721,2023-12-22,144,3,12,22.97,6.48,0.06875,24.55
3549,721,2023-12-22,714,3,,259.67,0,0.0475,272
3550,721,2023-12-22,1663,1,,902.1,0,0.0625,958.48
