return_detail_id,return_id,product_id,qty,reason,unit_return_amount
1461,1461,10,1,Better price found,224.67
1462,1462,16,1,Wrong item received,129.92
1463,1463,19,1,Better price found,182.53
1464,1464,30,1,Duplicate order,24.01
1465,1465,19,1,Size/fit issue,182.53
1466,1466,11,1,Size/fit issue,39.61
1467,1467,23,1,Quality not as expected,36.94
1468,1468,60,1,Gift return,34.39
1469,1469,64,2,Size/fit issue,68.56
1470,1470,72,1,Defective product,145.57
1471,1471,24,1,Duplicate order,106.5
1472,1472,13,1,Defective product,147.84
1473,1473,74,2,Size/fit issue,201.4
1474,1474,62,2,Better price found,145.59
1475,1475,30,4,Better price found,9.76
1476,1476,87,1,Not as described,74.54
1477,1477,1,3,Damaged in shipping,178.65
1478,1478,7,1,Better price found,48.51
1479,1479,12,1,Gift return,230.95
1480,1480,32,2,Gift return,167.49
1481,1481,61,1,Damaged in shipping,69.21
1482,1482,12,1,Not as described,245.2
1483,1483,48,2,Gift return,43.12
1484,1484,35,3,Changed mind,25.96
1485,1485,58,1,Duplicate order,41.05
1486,1486,15,2,Size/fit issue,153.15
1487,1487,20,1,Duplicate order,71.83
1488,1488,31,1,Better price found,59.35
1489,1489,75,1,Not as described,48.14
1490,1490,78,3,Gift return,76.41
1491,1491,18,1,Gift return,88.61
1492,1492,11,4,Duplicate order,34.86
1493,1493,9,1,Quality not as expected,53.99
1494,1494,11,2,Defective product,34.86
1495,1495,15,3,Quality not as expected,153.15
1496,1496,8,1,Changed mind,174.75
1497,1497,37,1,Defective product,22.73
1498,1498,65,1,Damaged in shipping,143.8
1499,1499,12,1,Better price found,230.95
1500,1500,30,5,Defective product,14.51
1501,1501,25,2,Better price found,119.98
1502,1502,7,1,Quality not as expected,48.51
1503,1503,68,2,Defective product,160.23
1504,1504,17,2,Gift return,83.99
1505,1505,3,2,Wrong item received,125.96
1506,1506,63,1,Better price found,62.26
1507,1507,28,2,Defective product,150.34
1508,1508,4,1,Defective product,94.36
1509,1509,92,4,Quality not as expected,59.61
1510,1510,77,1,Wrong item received,180.78
1511,1511,75,1,Gift return,45.29
1512,1512,5,1,Defective product,77.15
